entity_head	relation	entity_tail
m.0l1g80	3	1138
m.0l1g80	3	173
m.0l1g80	3	15
m.0l1g80	3	1287
m.0l1g80	3	1744
m.0l1g80	3	253
m.0l1g80	3	894
m.0l1g80	3	54
m.0l1g80	3	1271
m.0l1g80	3	1463
m.0l1g80	3	50
m.0l1g80	3	1393
m.0l1g80	3	46
m.0l1g80	3	68
m.0l1g80	3	70
m.0l1g80	3	18
m.0l1g80	3	1045
m.0102vxl	3	11
m.0102vxl	3	1004
m.0102vxl	3	1003
m.0102vxl	3	1239
m.0102vxl	3	204
m.0102vxl	3	1439
m.0102vxl	3	152
m.0102vxl	3	12
m.0102vxl	3	43
m.0102vxl	3	1498
m.0102vxl	3	1439
m.0102vxl	3	173
m.0102vxl	3	20
m.01b38gm	3	11
m.01b38gm	3	1004
m.01b38gm	3	1003
m.01b38gm	3	1239
m.01b38gm	3	204
m.01b38gm	3	1439
m.01b38gm	3	152
m.01b38gm	3	12
m.01b38gm	3	43
m.01b38gm	3	1498
m.01b38gm	3	1439
m.01b38gm	3	173
m.01b38gm	3	20
m.01b38g5	3	11
m.01b38g5	3	1004
m.01b38g5	3	1003
m.01b38g5	3	1239
m.01b38g5	3	204
m.01b38g5	3	1439
m.01b38g5	3	152
m.01b38g5	3	12
m.01b38g5	3	43
m.01b38g5	3	1498
m.01b38g5	3	1439
m.01b38g5	3	173
m.01b38g5	3	20
m.0wt03fp	3	11
m.0wt03fp	3	1004
m.0wt03fp	3	1003
m.0wt03fp	3	1239
m.0wt03fp	3	204
m.0wt03fp	3	1439
m.0wt03fp	3	152
m.0wt03fp	3	12
m.0wt03fp	3	43
m.0wt03fp	3	1498
m.0wt03fp	3	1439
m.0wt03fp	3	173
m.0wt03fp	3	20
m.0n9wh_	3	11
m.0n9wh_	3	1004
m.0n9wh_	3	1003
m.0n9wh_	3	1239
m.0n9wh_	3	204
m.0n9wh_	3	1439
m.0n9wh_	3	152
m.0n9wh_	3	12
m.0n9wh_	3	43
m.0n9wh_	3	1498
m.0n9wh_	3	1439
m.0n9wh_	3	173
m.0n9wh_	3	20
m.0xzf5b	3	11
m.0xzf5b	3	1004
m.0xzf5b	3	1003
m.0xzf5b	3	1239
m.0xzf5b	3	204
m.0xzf5b	3	1439
m.0xzf5b	3	152
m.0xzf5b	3	12
m.0xzf5b	3	43
m.0xzf5b	3	1498
m.0xzf5b	3	1439
m.0xzf5b	3	173
m.0xzf5b	3	20
m.0lcmsz	3	11
m.0lcmsz	3	1004
m.0lcmsz	3	1003
m.0lcmsz	3	1239
m.0lcmsz	3	204
m.0lcmsz	3	1439
m.0lcmsz	3	152
m.0lcmsz	3	12
m.0lcmsz	3	43
m.0lcmsz	3	1498
m.0lcmsz	3	1439
m.0lcmsz	3	173
m.0lcmsz	3	20
m.0xzf79	3	11
m.0xzf79	3	1004
m.0xzf79	3	1003
m.0xzf79	3	1239
m.0xzf79	3	204
m.0xzf79	3	1439
m.0xzf79	3	152
m.0xzf79	3	12
m.0xzf79	3	43
m.0xzf79	3	1498
m.0xzf79	3	1439
m.0xzf79	3	173
m.0xzf79	3	20
m.0xzf72	3	11
m.0xzf72	3	1004
m.0xzf72	3	1003
m.0xzf72	3	1239
m.0xzf72	3	204
m.0xzf72	3	1439
m.0xzf72	3	152
m.0xzf72	3	12
m.0xzf72	3	43
m.0xzf72	3	1498
m.0xzf72	3	1439
m.0xzf72	3	173
m.0xzf72	3	20
m.0lcmrf	3	11
m.0lcmrf	3	1004
m.0lcmrf	3	1003
m.0lcmrf	3	1239
m.0lcmrf	3	204
m.0lcmrf	3	1439
m.0lcmrf	3	152
m.0lcmrf	3	12
m.0lcmrf	3	43
m.0lcmrf	3	1498
m.0lcmrf	3	1439
m.0lcmrf	3	173
m.0lcmrf	3	20
m.0lcmqb	3	11
m.0lcmqb	3	1004
m.0lcmqb	3	1003
m.0lcmqb	3	1239
m.0lcmqb	3	204
m.0lcmqb	3	1439
m.0lcmqb	3	152
m.0lcmqb	3	12
m.0lcmqb	3	43
m.0lcmqb	3	1498
m.0lcmqb	3	1439
m.0lcmqb	3	173
m.0lcmqb	3	20
m.0n9wjw	3	11
m.0n9wjw	3	1004
m.0n9wjw	3	1003
m.0n9wjw	3	1239
m.0n9wjw	3	204
m.0n9wjw	3	1439
m.0n9wjw	3	152
m.0n9wjw	3	12
m.0n9wjw	3	43
m.0n9wjw	3	1498
m.0n9wjw	3	1439
m.0n9wjw	3	173
m.0n9wjw	3	20
m.011mp2_	3	1004
m.011mp2_	3	1239
m.011mp2_	3	7
m.011mp2_	3	12
m.011mp2_	3	75
m.011mp2_	3	1680
m.011mp2_	3	51
m.011mp2_	3	20
m.011mp2_	3	50
m.011mp2_	3	39
m.011mp2_	3	85
m.011mp2_	3	2
m.011mp2_	3	158
m.011mp2_	3	43
m.011mp3n	3	1004
m.011mp3n	3	1239
m.011mp3n	3	7
m.011mp3n	3	12
m.011mp3n	3	75
m.011mp3n	3	1680
m.011mp3n	3	51
m.011mp3n	3	20
m.011mp3n	3	50
m.011mp3n	3	39
m.011mp3n	3	85
m.011mp3n	3	2
m.011mp3n	3	158
m.011mp3n	3	43
m.0mr7z2	3	1004
m.0mr7z2	3	1239
m.0mr7z2	3	7
m.0mr7z2	3	12
m.0mr7z2	3	75
m.0mr7z2	3	1680
m.0mr7z2	3	51
m.0mr7z2	3	20
m.0mr7z2	3	50
m.0mr7z2	3	39
m.0mr7z2	3	85
m.0mr7z2	3	2
m.0mr7z2	3	158
m.0mr7z2	3	43
m.011mp5d	3	1004
m.011mp5d	3	1239
m.011mp5d	3	7
m.011mp5d	3	12
m.011mp5d	3	75
m.011mp5d	3	1680
m.011mp5d	3	51
m.011mp5d	3	20
m.011mp5d	3	50
m.011mp5d	3	39
m.011mp5d	3	85
m.011mp5d	3	2
m.011mp5d	3	158
m.011mp5d	3	43
m.0g8z4ty	3	1004
m.0g8z4ty	3	1239
m.0g8z4ty	3	7
m.0g8z4ty	3	12
m.0g8z4ty	3	75
m.0g8z4ty	3	1680
m.0g8z4ty	3	51
m.0g8z4ty	3	20
m.0g8z4ty	3	50
m.0g8z4ty	3	39
m.0g8z4ty	3	85
m.0g8z4ty	3	2
m.0g8z4ty	3	158
m.0g8z4ty	3	43
m.011mp5m	3	1004
m.011mp5m	3	1239
m.011mp5m	3	7
m.011mp5m	3	12
m.011mp5m	3	75
m.011mp5m	3	1680
m.011mp5m	3	51
m.011mp5m	3	20
m.011mp5m	3	50
m.011mp5m	3	39
m.011mp5m	3	85
m.011mp5m	3	2
m.011mp5m	3	158
m.011mp5m	3	43
m.0mr7_5	3	1004
m.0mr7_5	3	1239
m.0mr7_5	3	7
m.0mr7_5	3	12
m.0mr7_5	3	75
m.0mr7_5	3	1680
m.0mr7_5	3	51
m.0mr7_5	3	20
m.0mr7_5	3	50
m.0mr7_5	3	39
m.0mr7_5	3	85
m.0mr7_5	3	2
m.0mr7_5	3	158
m.0mr7_5	3	43
m.0dtgx42	3	1004
m.0dtgx42	3	1239
m.0dtgx42	3	7
m.0dtgx42	3	12
m.0dtgx42	3	75
m.0dtgx42	3	1680
m.0dtgx42	3	51
m.0dtgx42	3	20
m.0dtgx42	3	50
m.0dtgx42	3	39
m.0dtgx42	3	85
m.0dtgx42	3	2
m.0dtgx42	3	158
m.0dtgx42	3	43
m.01b1tm9	3	167
m.01b1tm9	3	1463
m.01b1tm9	3	505
m.01b1tm9	3	143
m.01b1tm9	3	19
m.01b1tm9	3	15
m.01b1tm9	3	1287
m.01b1tm9	3	224
m.01b1tm9	3	245
m.01b1tm9	3	1517
m.01b1tm9	3	34
m.01b1tm9	3	46
m.01b1tm9	3	230
m.01b1tm9	3	1501
m.01b1tm9	3	26
m.01b1tm9	3	56
m.01b1tm9	3	167
m.01b1tm9	3	329
m.018zyh8	3	167
m.018zyh8	3	1463
m.018zyh8	3	505
m.018zyh8	3	143
m.018zyh8	3	19
m.018zyh8	3	15
m.018zyh8	3	1287
m.018zyh8	3	224
m.018zyh8	3	245
m.018zyh8	3	1517
m.018zyh8	3	34
m.018zyh8	3	46
m.018zyh8	3	230
m.018zyh8	3	1501
m.018zyh8	3	26
m.018zyh8	3	56
m.018zyh8	3	167
m.018zyh8	3	329
m.01bttvn	3	167
m.01bttvn	3	1463
m.01bttvn	3	505
m.01bttvn	3	143
m.01bttvn	3	19
m.01bttvn	3	15
m.01bttvn	3	1287
m.01bttvn	3	224
m.01bttvn	3	245
m.01bttvn	3	1517
m.01bttvn	3	34
m.01bttvn	3	46
m.01bttvn	3	230
m.01bttvn	3	1501
m.01bttvn	3	26
m.01bttvn	3	56
m.01bttvn	3	167
m.01bttvn	3	329
m.01b1tmj	3	167
m.01b1tmj	3	1463
m.01b1tmj	3	505
m.01b1tmj	3	143
m.01b1tmj	3	19
m.01b1tmj	3	15
m.01b1tmj	3	1287
m.01b1tmj	3	224
m.01b1tmj	3	245
m.01b1tmj	3	1517
m.01b1tmj	3	34
m.01b1tmj	3	46
m.01b1tmj	3	230
m.01b1tmj	3	1501
m.01b1tmj	3	26
m.01b1tmj	3	56
m.01b1tmj	3	167
m.01b1tmj	3	329
m.01dl96l	3	167
m.01dl96l	3	1463
m.01dl96l	3	505
m.01dl96l	3	143
m.01dl96l	3	19
m.01dl96l	3	15
m.01dl96l	3	1287
m.01dl96l	3	224
m.01dl96l	3	245
m.01dl96l	3	1517
m.01dl96l	3	34
m.01dl96l	3	46
m.01dl96l	3	230
m.01dl96l	3	1501
m.01dl96l	3	26
m.01dl96l	3	56
m.01dl96l	3	167
m.01dl96l	3	329
m.01df617	3	167
m.01df617	3	1463
m.01df617	3	505
m.01df617	3	143
m.01df617	3	19
m.01df617	3	15
m.01df617	3	1287
m.01df617	3	224
m.01df617	3	245
m.01df617	3	1517
m.01df617	3	34
m.01df617	3	46
m.01df617	3	230
m.01df617	3	1501
m.01df617	3	26
m.01df617	3	56
m.01df617	3	167
m.01df617	3	329
m.01dblmd	3	167
m.01dblmd	3	1463
m.01dblmd	3	505
m.01dblmd	3	143
m.01dblmd	3	19
m.01dblmd	3	15
m.01dblmd	3	1287
m.01dblmd	3	224
m.01dblmd	3	245
m.01dblmd	3	1517
m.01dblmd	3	34
m.01dblmd	3	46
m.01dblmd	3	230
m.01dblmd	3	1501
m.01dblmd	3	26
m.01dblmd	3	56
m.01dblmd	3	167
m.01dblmd	3	329
m.0y142z	3	167
m.0y142z	3	1463
m.0y142z	3	505
m.0y142z	3	143
m.0y142z	3	19
m.0y142z	3	15
m.0y142z	3	1287
m.0y142z	3	224
m.0y142z	3	245
m.0y142z	3	1517
m.0y142z	3	34
m.0y142z	3	46
m.0y142z	3	230
m.0y142z	3	1501
m.0y142z	3	26
m.0y142z	3	56
m.0y142z	3	167
m.0y142z	3	329
m.0fg247q	3	167
m.0fg247q	3	1463
m.0fg247q	3	505
m.0fg247q	3	143
m.0fg247q	3	19
m.0fg247q	3	15
m.0fg247q	3	1287
m.0fg247q	3	224
m.0fg247q	3	245
m.0fg247q	3	1517
m.0fg247q	3	34
m.0fg247q	3	46
m.0fg247q	3	230
m.0fg247q	3	1501
m.0fg247q	3	26
m.0fg247q	3	56
m.0fg247q	3	167
m.0fg247q	3	329
m.0dvs6ff	3	167
m.0dvs6ff	3	1463
m.0dvs6ff	3	505
m.0dvs6ff	3	143
m.0dvs6ff	3	19
m.0dvs6ff	3	15
m.0dvs6ff	3	1287
m.0dvs6ff	3	224
m.0dvs6ff	3	245
m.0dvs6ff	3	1517
m.0dvs6ff	3	34
m.0dvs6ff	3	46
m.0dvs6ff	3	230
m.0dvs6ff	3	1501
m.0dvs6ff	3	26
m.0dvs6ff	3	56
m.0dvs6ff	3	167
m.0dvs6ff	3	329
m.0189km1	3	16
m.0189km1	3	68
m.0189km1	3	1287
m.0189km1	3	1239
m.0189km1	3	50
m.0189km1	3	21
m.0189km1	3	16
m.0189km1	3	110
m.0189km1	3	1902
m.0189km1	3	17
m.0189km1	3	49
m.0189km1	3	1927
m.0189km1	3	153
m.0189km1	3	12
m.0189km1	3	1668
m.0189km1	3	1463
m.0189km1	3	33
m.0189km1	3	123
m.0n9cwy	3	16
m.0n9cwy	3	68
m.0n9cwy	3	1287
m.0n9cwy	3	1239
m.0n9cwy	3	50
m.0n9cwy	3	21
m.0n9cwy	3	16
m.0n9cwy	3	110
m.0n9cwy	3	1902
m.0n9cwy	3	17
m.0n9cwy	3	49
m.0n9cwy	3	1927
m.0n9cwy	3	153
m.0n9cwy	3	12
m.0n9cwy	3	1668
m.0n9cwy	3	1463
m.0n9cwy	3	33
m.0n9cwy	3	123
m.0189kkr	3	16
m.0189kkr	3	68
m.0189kkr	3	1287
m.0189kkr	3	1239
m.0189kkr	3	50
m.0189kkr	3	21
m.0189kkr	3	16
m.0189kkr	3	110
m.0189kkr	3	1902
m.0189kkr	3	17
m.0189kkr	3	49
m.0189kkr	3	1927
m.0189kkr	3	153
m.0189kkr	3	12
m.0189kkr	3	1668
m.0189kkr	3	1463
m.0189kkr	3	33
m.0189kkr	3	123
m.0tz4rc	3	16
m.0tz4rc	3	68
m.0tz4rc	3	1287
m.0tz4rc	3	1239
m.0tz4rc	3	50
m.0tz4rc	3	21
m.0tz4rc	3	16
m.0tz4rc	3	110
m.0tz4rc	3	1902
m.0tz4rc	3	17
m.0tz4rc	3	49
m.0tz4rc	3	1927
m.0tz4rc	3	153
m.0tz4rc	3	12
m.0tz4rc	3	1668
m.0tz4rc	3	1463
m.0tz4rc	3	33
m.0tz4rc	3	123
m.0vsflp	3	16
m.0vsflp	3	68
m.0vsflp	3	1287
m.0vsflp	3	1239
m.0vsflp	3	50
m.0vsflp	3	21
m.0vsflp	3	16
m.0vsflp	3	110
m.0vsflp	3	1902
m.0vsflp	3	17
m.0vsflp	3	49
m.0vsflp	3	1927
m.0vsflp	3	153
m.0vsflp	3	12
m.0vsflp	3	1668
m.0vsflp	3	1463
m.0vsflp	3	33
m.0vsflp	3	123
m.0ln7jh	3	16
m.0ln7jh	3	68
m.0ln7jh	3	1287
m.0ln7jh	3	1239
m.0ln7jh	3	50
m.0ln7jh	3	21
m.0ln7jh	3	16
m.0ln7jh	3	110
m.0ln7jh	3	1902
m.0ln7jh	3	17
m.0ln7jh	3	49
m.0ln7jh	3	1927
m.0ln7jh	3	153
m.0ln7jh	3	12
m.0ln7jh	3	1668
m.0ln7jh	3	1463
m.0ln7jh	3	33
m.0ln7jh	3	123
m.0tz4pm	3	16
m.0tz4pm	3	68
m.0tz4pm	3	1287
m.0tz4pm	3	1239
m.0tz4pm	3	50
m.0tz4pm	3	21
m.0tz4pm	3	16
m.0tz4pm	3	110
m.0tz4pm	3	1902
m.0tz4pm	3	17
m.0tz4pm	3	49
m.0tz4pm	3	1927
m.0tz4pm	3	153
m.0tz4pm	3	12
m.0tz4pm	3	1668
m.0tz4pm	3	1463
m.0tz4pm	3	33
m.0tz4pm	3	123
m.0dpn7qp	3	16
m.0dpn7qp	3	68
m.0dpn7qp	3	1287
m.0dpn7qp	3	1239
m.0dpn7qp	3	50
m.0dpn7qp	3	21
m.0dpn7qp	3	16
m.0dpn7qp	3	110
m.0dpn7qp	3	1902
m.0dpn7qp	3	17
m.0dpn7qp	3	49
m.0dpn7qp	3	1927
m.0dpn7qp	3	153
m.0dpn7qp	3	12
m.0dpn7qp	3	1668
m.0dpn7qp	3	1463
m.0dpn7qp	3	33
m.0dpn7qp	3	123
m.0xvlvx	3	16
m.0xvlvx	3	68
m.0xvlvx	3	1287
m.0xvlvx	3	1239
m.0xvlvx	3	50
m.0xvlvx	3	21
m.0xvlvx	3	16
m.0xvlvx	3	110
m.0xvlvx	3	1902
m.0xvlvx	3	17
m.0xvlvx	3	49
m.0xvlvx	3	1927
m.0xvlvx	3	153
m.0xvlvx	3	12
m.0xvlvx	3	1668
m.0xvlvx	3	1463
m.0xvlvx	3	33
m.0xvlvx	3	123
m.0dpn7b_	3	16
m.0dpn7b_	3	68
m.0dpn7b_	3	1287
m.0dpn7b_	3	1239
m.0dpn7b_	3	50
m.0dpn7b_	3	21
m.0dpn7b_	3	16
m.0dpn7b_	3	110
m.0dpn7b_	3	1902
m.0dpn7b_	3	17
m.0dpn7b_	3	49
m.0dpn7b_	3	1927
m.0dpn7b_	3	153
m.0dpn7b_	3	12
m.0dpn7b_	3	1668
m.0dpn7b_	3	1463
m.0dpn7b_	3	33
m.0dpn7b_	3	123
m.0dpn79x	3	16
m.0dpn79x	3	68
m.0dpn79x	3	1287
m.0dpn79x	3	1239
m.0dpn79x	3	50
m.0dpn79x	3	21
m.0dpn79x	3	16
m.0dpn79x	3	110
m.0dpn79x	3	1902
m.0dpn79x	3	17
m.0dpn79x	3	49
m.0dpn79x	3	1927
m.0dpn79x	3	153
m.0dpn79x	3	12
m.0dpn79x	3	1668
m.0dpn79x	3	1463
m.0dpn79x	3	33
m.0dpn79x	3	123
m.01d_j9_	3	16
m.01d_j9_	3	68
m.01d_j9_	3	1287
m.01d_j9_	3	1239
m.01d_j9_	3	50
m.01d_j9_	3	21
m.01d_j9_	3	16
m.01d_j9_	3	110
m.01d_j9_	3	1902
m.01d_j9_	3	17
m.01d_j9_	3	49
m.01d_j9_	3	1927
m.01d_j9_	3	153
m.01d_j9_	3	12
m.01d_j9_	3	1668
m.01d_j9_	3	1463
m.01d_j9_	3	33
m.01d_j9_	3	123
m.0dpn7b0	3	16
m.0dpn7b0	3	68
m.0dpn7b0	3	1287
m.0dpn7b0	3	1239
m.0dpn7b0	3	50
m.0dpn7b0	3	21
m.0dpn7b0	3	16
m.0dpn7b0	3	110
m.0dpn7b0	3	1902
m.0dpn7b0	3	17
m.0dpn7b0	3	49
m.0dpn7b0	3	1927
m.0dpn7b0	3	153
m.0dpn7b0	3	12
m.0dpn7b0	3	1668
m.0dpn7b0	3	1463
m.0dpn7b0	3	33
m.0dpn7b0	3	123
m.0xvlxw	3	16
m.0xvlxw	3	68
m.0xvlxw	3	1287
m.0xvlxw	3	1239
m.0xvlxw	3	50
m.0xvlxw	3	21
m.0xvlxw	3	16
m.0xvlxw	3	110
m.0xvlxw	3	1902
m.0xvlxw	3	17
m.0xvlxw	3	49
m.0xvlxw	3	1927
m.0xvlxw	3	153
m.0xvlxw	3	12
m.0xvlxw	3	1668
m.0xvlxw	3	1463
m.0xvlxw	3	33
m.0xvlxw	3	123
m.0f5pv46	3	16
m.0f5pv46	3	68
m.0f5pv46	3	1287
m.0f5pv46	3	1239
m.0f5pv46	3	50
m.0f5pv46	3	21
m.0f5pv46	3	16
m.0f5pv46	3	110
m.0f5pv46	3	1902
m.0f5pv46	3	17
m.0f5pv46	3	49
m.0f5pv46	3	1927
m.0f5pv46	3	153
m.0f5pv46	3	12
m.0f5pv46	3	1668
m.0f5pv46	3	1463
m.0f5pv46	3	33
m.0f5pv46	3	123
m.0rfpmfn	3	16
m.0rfpmfn	3	68
m.0rfpmfn	3	1287
m.0rfpmfn	3	1239
m.0rfpmfn	3	50
m.0rfpmfn	3	21
m.0rfpmfn	3	16
m.0rfpmfn	3	110
m.0rfpmfn	3	1902
m.0rfpmfn	3	17
m.0rfpmfn	3	49
m.0rfpmfn	3	1927
m.0rfpmfn	3	153
m.0rfpmfn	3	12
m.0rfpmfn	3	1668
m.0rfpmfn	3	1463
m.0rfpmfn	3	33
m.0rfpmfn	3	123
m.0rjl45_	3	16
m.0rjl45_	3	68
m.0rjl45_	3	1287
m.0rjl45_	3	1239
m.0rjl45_	3	50
m.0rjl45_	3	21
m.0rjl45_	3	16
m.0rjl45_	3	110
m.0rjl45_	3	1902
m.0rjl45_	3	17
m.0rjl45_	3	49
m.0rjl45_	3	1927
m.0rjl45_	3	153
m.0rjl45_	3	12
m.0rjl45_	3	1668
m.0rjl45_	3	1463
m.0rjl45_	3	33
m.0rjl45_	3	123
m.0rjc66d	3	16
m.0rjc66d	3	68
m.0rjc66d	3	1287
m.0rjc66d	3	1239
m.0rjc66d	3	50
m.0rjc66d	3	21
m.0rjc66d	3	16
m.0rjc66d	3	110
m.0rjc66d	3	1902
m.0rjc66d	3	17
m.0rjc66d	3	49
m.0rjc66d	3	1927
m.0rjc66d	3	153
m.0rjc66d	3	12
m.0rjc66d	3	1668
m.0rjc66d	3	1463
m.0rjc66d	3	33
m.0rjc66d	3	123
m.0q720r9	3	16
m.0q720r9	3	68
m.0q720r9	3	1287
m.0q720r9	3	1239
m.0q720r9	3	50
m.0q720r9	3	21
m.0q720r9	3	16
m.0q720r9	3	110
m.0q720r9	3	1902
m.0q720r9	3	17
m.0q720r9	3	49
m.0q720r9	3	1927
m.0q720r9	3	153
m.0q720r9	3	12
m.0q720r9	3	1668
m.0q720r9	3	1463
m.0q720r9	3	33
m.0q720r9	3	123
m.0fs6b7c	3	16
m.0fs6b7c	3	68
m.0fs6b7c	3	1287
m.0fs6b7c	3	1239
m.0fs6b7c	3	50
m.0fs6b7c	3	21
m.0fs6b7c	3	16
m.0fs6b7c	3	110
m.0fs6b7c	3	1902
m.0fs6b7c	3	17
m.0fs6b7c	3	49
m.0fs6b7c	3	1927
m.0fs6b7c	3	153
m.0fs6b7c	3	12
m.0fs6b7c	3	1668
m.0fs6b7c	3	1463
m.0fs6b7c	3	33
m.0fs6b7c	3	123
m.01d_j9b	3	16
m.01d_j9b	3	68
m.01d_j9b	3	1287
m.01d_j9b	3	1239
m.01d_j9b	3	50
m.01d_j9b	3	21
m.01d_j9b	3	16
m.01d_j9b	3	110
m.01d_j9b	3	1902
m.01d_j9b	3	17
m.01d_j9b	3	49
m.01d_j9b	3	1927
m.01d_j9b	3	153
m.01d_j9b	3	12
m.01d_j9b	3	1668
m.01d_j9b	3	1463
m.01d_j9b	3	33
m.01d_j9b	3	123
m.0ftwb09	3	16
m.0ftwb09	3	68
m.0ftwb09	3	1287
m.0ftwb09	3	1239
m.0ftwb09	3	50
m.0ftwb09	3	21
m.0ftwb09	3	16
m.0ftwb09	3	110
m.0ftwb09	3	1902
m.0ftwb09	3	17
m.0ftwb09	3	49
m.0ftwb09	3	1927
m.0ftwb09	3	153
m.0ftwb09	3	12
m.0ftwb09	3	1668
m.0ftwb09	3	1463
m.0ftwb09	3	33
m.0ftwb09	3	123
m.01d_jb6	3	16
m.01d_jb6	3	68
m.01d_jb6	3	1287
m.01d_jb6	3	1239
m.01d_jb6	3	50
m.01d_jb6	3	21
m.01d_jb6	3	16
m.01d_jb6	3	110
m.01d_jb6	3	1902
m.01d_jb6	3	17
m.01d_jb6	3	49
m.01d_jb6	3	1927
m.01d_jb6	3	153
m.01d_jb6	3	12
m.01d_jb6	3	1668
m.01d_jb6	3	1463
m.01d_jb6	3	33
m.01d_jb6	3	123
m.01612qr	3	1239
m.01612qr	3	162
m.01612qr	3	43
m.01612qr	3	1927
m.01612qr	3	7
m.01612qr	3	12
m.01612qr	3	16
m.01612qr	3	20
m.01612qr	3	1004
m.01612qr	3	1287
m.01612qr	3	110
m.01612qr	3	16
m.01612qr	3	1065
m.01612qr	3	128
m.01612qr	3	1479
m.01612qr	3	39
m.0yzkyb	3	1239
m.0yzkyb	3	162
m.0yzkyb	3	43
m.0yzkyb	3	1927
m.0yzkyb	3	7
m.0yzkyb	3	12
m.0yzkyb	3	16
m.0yzkyb	3	20
m.0yzkyb	3	1004
m.0yzkyb	3	1287
m.0yzkyb	3	110
m.0yzkyb	3	16
m.0yzkyb	3	1065
m.0yzkyb	3	128
m.0yzkyb	3	1479
m.0yzkyb	3	39
m.0ngm5d	3	1239
m.0ngm5d	3	162
m.0ngm5d	3	43
m.0ngm5d	3	1927
m.0ngm5d	3	7
m.0ngm5d	3	12
m.0ngm5d	3	16
m.0ngm5d	3	20
m.0ngm5d	3	1004
m.0ngm5d	3	1287
m.0ngm5d	3	110
m.0ngm5d	3	16
m.0ngm5d	3	1065
m.0ngm5d	3	128
m.0ngm5d	3	1479
m.0ngm5d	3	39
m.0dpy2ff	3	1239
m.0dpy2ff	3	162
m.0dpy2ff	3	43
m.0dpy2ff	3	1927
m.0dpy2ff	3	7
m.0dpy2ff	3	12
m.0dpy2ff	3	16
m.0dpy2ff	3	20
m.0dpy2ff	3	1004
m.0dpy2ff	3	1287
m.0dpy2ff	3	110
m.0dpy2ff	3	16
m.0dpy2ff	3	1065
m.0dpy2ff	3	128
m.0dpy2ff	3	1479
m.0dpy2ff	3	39
m.0qm2zw	3	1239
m.0qm2zw	3	162
m.0qm2zw	3	43
m.0qm2zw	3	1927
m.0qm2zw	3	7
m.0qm2zw	3	12
m.0qm2zw	3	16
m.0qm2zw	3	20
m.0qm2zw	3	1004
m.0qm2zw	3	1287
m.0qm2zw	3	110
m.0qm2zw	3	16
m.0qm2zw	3	1065
m.0qm2zw	3	128
m.0qm2zw	3	1479
m.0qm2zw	3	39
m.0f2d1tg	3	1239
m.0f2d1tg	3	162
m.0f2d1tg	3	43
m.0f2d1tg	3	1927
m.0f2d1tg	3	7
m.0f2d1tg	3	12
m.0f2d1tg	3	16
m.0f2d1tg	3	20
m.0f2d1tg	3	1004
m.0f2d1tg	3	1287
m.0f2d1tg	3	110
m.0f2d1tg	3	16
m.0f2d1tg	3	1065
m.0f2d1tg	3	128
m.0f2d1tg	3	1479
m.0f2d1tg	3	39
m.0dxw9fp	3	1239
m.0dxw9fp	3	162
m.0dxw9fp	3	43
m.0dxw9fp	3	1927
m.0dxw9fp	3	7
m.0dxw9fp	3	12
m.0dxw9fp	3	16
m.0dxw9fp	3	20
m.0dxw9fp	3	1004
m.0dxw9fp	3	1287
m.0dxw9fp	3	110
m.0dxw9fp	3	16
m.0dxw9fp	3	1065
m.0dxw9fp	3	128
m.0dxw9fp	3	1479
m.0dxw9fp	3	39
m.0dqf_df	3	1239
m.0dqf_df	3	162
m.0dqf_df	3	43
m.0dqf_df	3	1927
m.0dqf_df	3	7
m.0dqf_df	3	12
m.0dqf_df	3	16
m.0dqf_df	3	20
m.0dqf_df	3	1004
m.0dqf_df	3	1287
m.0dqf_df	3	110
m.0dqf_df	3	16
m.0dqf_df	3	1065
m.0dqf_df	3	128
m.0dqf_df	3	1479
m.0dqf_df	3	39
m.0fsg29p	3	1239
m.0fsg29p	3	162
m.0fsg29p	3	43
m.0fsg29p	3	1927
m.0fsg29p	3	7
m.0fsg29p	3	12
m.0fsg29p	3	16
m.0fsg29p	3	20
m.0fsg29p	3	1004
m.0fsg29p	3	1287
m.0fsg29p	3	110
m.0fsg29p	3	16
m.0fsg29p	3	1065
m.0fsg29p	3	128
m.0fsg29p	3	1479
m.0fsg29p	3	39
m.0fr52lg	3	1239
m.0fr52lg	3	162
m.0fr52lg	3	43
m.0fr52lg	3	1927
m.0fr52lg	3	7
m.0fr52lg	3	12
m.0fr52lg	3	16
m.0fr52lg	3	20
m.0fr52lg	3	1004
m.0fr52lg	3	1287
m.0fr52lg	3	110
m.0fr52lg	3	16
m.0fr52lg	3	1065
m.0fr52lg	3	128
m.0fr52lg	3	1479
m.0fr52lg	3	39
m.0p14ml	3	12
m.0p14ml	3	1239
m.0p14ml	3	20
m.0p14ml	3	85
m.0p14ml	3	231
m.0p14ml	3	77
m.0p14ml	3	29
m.0p14ml	3	1287
m.0p14ml	3	7
m.012038_	3	12
m.012038_	3	1239
m.012038_	3	20
m.012038_	3	85
m.012038_	3	231
m.012038_	3	77
m.012038_	3	29
m.012038_	3	1287
m.012038_	3	7
m.01203b9	3	12
m.01203b9	3	1239
m.01203b9	3	20
m.01203b9	3	85
m.01203b9	3	231
m.01203b9	3	77
m.01203b9	3	29
m.01203b9	3	1287
m.01203b9	3	7
m.0ftx3xf	3	230
m.0ftx3xf	3	1487
m.0ftx3xf	3	46
m.0ftx3xf	3	1287
m.0ftx3xf	3	29
m.0ftx3xf	3	1069
m.0ftx3xf	3	20
